Hora del día,Dispositivos,Ancho de banda (Mbps),Tipo de tráfico,Tráfico de datos (Bytes)
14,997,86,audio,495949.6326044462
10,810,72,ssh,543630.1157014872
10,738,44,video,464531.39333652426
8,1144,22,web,385692.21630706504
10,914,88,ssh,474801.59241914743
10,1017,55,video,450304.347367909
11,302,65,video,377657.86619423644
11,516,18,audio,439640.6152870114
10,515,96,web,283963.9614233959
17,184,45,web,267091.883919407
15,266,12,video,306397.37212602986
15,483,28,audio,286901.647787545
8,567,37,video,338084.20682113187
14,1195,32,ftp,520876.4011648664
9,909,16,ftp,602471.7531453875
8,1096,85,audio,340193.4873542693
10,572,23,video,362708.58847996837
11,1092,55,audio,391993.60523249727
13,1381,24,video,508980.9892318898
17,374,76,video,466626.1329869334
12,1143,24,ftp,610653.3495015696
11,589,60,ssh,404530.19204091496
15,425,97,web,279024.14337517443
11,628,17,web,250825.9389778957
17,991,78,audio,470022.71639605594
9,188,71,web,226744.58423938463
10,585,60,ftp,591778.738661428
13,807,72,ssh,416584.96170011465
15,449,77,video,401559.38426210237
15,1207,87,video,544121.6153732738
16,486,25,ftp,537027.4263858391
14,186,93,web,271440.90590891964
9,406,33,video,372218.11040574725
15,1277,15,web,455154.3093007541
14,539,66,ftp,464200.44373582304
15,839,40,video,523363.27482465067
10,363,15,audio,320025.2452307835
14,1076,88,ssh,624976.4895862371
17,834,38,web,434002.5085253582
16,520,76,web,342883.755032598
10,592,84,web,384449.6202058747
17,732,12,web,356281.9785893321
13,1092,37,ftp,590947.0705987696
9,510,83,ftp,488169.80447583174
9,272,57,ftp,426707.8115931942
12,103,89,ftp,399130.43389547284
12,953,19,video,541694.442418511
14,1085,42,ftp,622814.7682751834
9,1233,76,video,534336.9237916453
14,1160,78,audio,510413.7127463217
12,682,21,ftp,655892.7258368573
13,1154,66,audio,422213.790570017
15,480,53,ftp,455248.07441418624
17,1391,22,audio,455171.4491276502
11,1134,33,ssh,536670.0380782257
14,443,53,audio,347375.922166368
13,265,66,video,327733.8740829461
17,799,25,web,330313.6600924115
9,441,30,audio,305320.2433314066
15,1142,85,web,420794.6087585151
17,1079,60,ssh,596308.7913591419
16,1307,30,ssh,662111.7173371302
12,644,69,video,457151.52349004033
17,1133,60,video,585650.6673582601
11,291,30,audio,332495.920575336
13,419,15,ftp,470441.40800593514
15,679,82,ssh,493867.9486978449
10,574,74,web,263187.3464558402
17,736,85,ftp,555141.0918182139
8,526,67,ssh,402515.7233661553
11,1182,87,audio,521483.6163310456
11,196,15,ssh,369039.1277297098
8,595,74,video,430837.89313571504
16,760,95,web,321483.1571949924
10,1401,43,web,523287.47421205393
12,1388,65,video,548750.9814246619
13,108,84,ftp,373599.16789626685
15,556,12,video,370239.11175890936
13,372,51,web,389088.2996293754
10,1039,71,audio,423914.15667542163
13,1131,15,ftp,582445.1764264537
8,307,15,ssh,349294.7659685162
11,1246,72,audio,482768.98082842724
13,1156,29,ftp,571626.1967099373
14,303,30,web,252760.65416030653
17,617,11,web,367679.7454099165
10,616,99,audio,388414.4657739354
16,542,99,ftp,482341.7350550007
14,788,65,ssh,492882.70475331455
8,949,19,ssh,461723.62999491853
9,932,96,video,482046.97341174004
8,438,79,audio,383622.58357811585
16,1259,32,ftp,640355.8601989559
16,486,39,audio,342292.2565564805
14,1148,87,ssh,681982.2409409715
17,605,46,ftp,572810.299583583
10,1448,64,web,500304.0641053268
12,779,58,web,442706.5807650888
11,1461,43,ftp,693190.5627397007
14,789,53,audio,304973.6429011239
16,984,31,audio,483933.28789401805
9,1218,40,web,328999.5771440675
15,722,16,web,350000.2684291224
16,1269,30,ssh,513112.82129353797
17,992,25,ftp,572557.229480004
17,1052,29,audio,441710.77351950645
16,1354,52,ssh,588294.0446384123
17,883,53,audio,420657.40014044
14,594,56,web,368428.0860180276
16,1161,28,ftp,590502.3543920224
16,846,57,video,504957.04397552705
10,536,88,ftp,452917.518019635
11,1491,78,video,582725.0211803935
9,444,20,ssh,409991.96331637254
17,1283,88,video,535773.579169072
10,649,38,video,333213.9783544655
12,919,54,ssh,545393.9075289444
12,640,77,ftp,582654.0199670319
13,243,45,ssh,382146.7490256314
14,687,57,web,313034.3546721648
14,756,96,web,376983.7693844193
8,444,24,video,343573.995938269
9,1392,53,ssh,612045.1270355625
16,795,76,ssh,400587.7449843143
17,367,83,ssh,396444.7854417018
9,268,49,ftp,380838.4947281573
13,132,95,audio,296443.38142557815
8,476,23,audio,305993.89418111334
10,1337,72,audio,535209.0244342018
9,492,90,ftp,501279.08746052184
10,588,94,ssh,399563.2464806332
12,821,60,audio,476550.230879253
17,1045,88,ssh,651595.9151711183
13,1152,67,video,465990.1354986537
16,138,24,audio,286235.26471870916
17,1296,74,video,551428.7807378492
11,1140,97,ftp,638443.1994600274
14,1179,64,web,490465.51398209354
13,325,85,ftp,579005.2133160479
9,166,19,ftp,425263.8852571305
17,1320,51,ftp,689246.7367555068
15,934,20,audio,404808.9415845851
14,1146,25,video,520806.7435505588
14,1098,82,audio,548588.5946664157
15,336,87,web,283464.5621620207
8,1056,28,ftp,520894.36743261747
8,1018,40,ssh,432615.50672416866
15,1261,82,web,493852.3933705125
11,572,62,video,412764.40628138697
12,652,99,web,307604.5913368852
15,794,17,audio,443600.70628536487
12,1352,33,ssh,575811.1567806185
17,416,17,audio,319967.79540876026
11,697,92,ftp,539566.7933351028
13,867,57,ftp,549352.3628930956
12,985,39,web,388293.2532874785
14,660,67,ftp,593075.7572966501
17,1324,95,ftp,640175.9050940789
14,357,64,video,397826.00692370045
11,1301,82,video,564807.933480322
12,856,71,audio,424388.1914772353
10,222,57,audio,316492.2284937045
11,441,13,video,352164.8712608579
